,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,cut_num,color_num,price_predicted
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,2,1,0,4317.928936819275
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,2,3,5,4159.156233283758
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,6,5,6,3584.965414863056
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,1,4,5,4127.401692576654
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1,3,3,3418.2540761507644
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,1,5,3,3632.5972259237114
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,3,5,3,3600.8426852166067
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,5,3,5,3987.171034136658
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,3,4,5,4111.524422223103
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,4,3,4,3386.4995354436596
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,1,1,4,4516.339127189551
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,3,3,4,4100.921012304361
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,1,4,4,4463.433455694087
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,3,5,2,3389.16431018563
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,0,4,3,4127.401692576654
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2,4,5,4108.85964748114
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2,3,4,4196.184634425672
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,4,5,6,4024.1994352785714
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,1,3,0,3704.0449425146926
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,2,3,6,5257.241284322545
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,1,1,3,4900.058390416752
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,1,2,3,4757.1629572347865
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,5,5,4,3569.0881445095056
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,2,2,2,3831.063105343108
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,4,5,4,4024.1994352785714
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,3,5,6,3278.0234177107686
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,3,4,6,4370.834608314739
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,2,2,6,3947.477858252778
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1,3,4,3939.5392230760026
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,4,4,6,3984.5062593946914
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,2,5,4,3577.026779686281
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,3,4,2,4119.463057399878
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1,2,6,4442.28232490572
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,4,5,5,3796.6437898940403
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3,2,5,3288.626827629507
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,7,5,2,3365.3484046553003
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1,5,2,3637.87108635852
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,3,4,4,3881.3040020966055
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,5,2,3,3743.7381183985726
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,3,5,5,4079.769881516002
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2,2,2,4230.60394987474
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,5,5,3,3489.7017927417455
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,4,4,1,4786.252723199925
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3,3,5,3569.0881445095056
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,2,2,1,4646.022064759929
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,4,4,4,4315.264162077308
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,3,5,6,3505.579063095296
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,2,2,1,4450.220960082499
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,5,5,3,3513.517698272075
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,2,3,6,3931.6005878992273
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,3,5,2,3389.16431018563
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3,5,5,3529.3949686256256
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,3,5,1,3505.579063095296
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,2,3,3,4008.322164925017
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,1,3,0,4590.451618522498
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,3,5,5,3569.0881445095056
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,2,4,1,3920.9971779804855
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,2,5,3,3333.5938639481956
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,4,5,2,3325.6552287714203
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,5,3,5,4140.614188188241
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,7,5,3,3569.0881445095056
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,4,3,1,4402.589149021844
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,3,5,5,3624.658590746936
4402,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,6,5,3,3537.333603802401
4403,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,2,4,4,4370.834608314739
4404,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,2,5,6,3465.8858872114197
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,4,5,2,2918.17574906301
4406,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,5,3,1,3812.521060247591
4407,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,6,3,3,3106.0382185636645
4408,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,7,5,4,3357.409769478525
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,4,4,2,4119.463057399878
4410,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,3,3,0,4008.322164925017
4411,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,3,2,1,3696.1063073379173
4412,1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,3,3,0,3664.351766630816
4413,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,3,3,3,3672.2904018075915
4414,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,1,5,3,3915.7233175456768
4415,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3,3,6,4167.094868460534
4416,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,6,3,5,4188.245999248897
4417,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,2,3,0,3939.5392230760026
4418,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,6,3,3,3780.766519540486
4419,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,0,5,4,3365.3484046553003
4420,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2,2,4,4230.60394987474
4421,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,1,3,3,4167.094868460534
4422,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,3,4,2,4127.401692576654
4423,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1,3,4,3656.413131454041
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,4,3,1,5122.284486317354
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,4,5,3,3624.658590746936
4426,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,2,2,5,3947.477858252778
4427,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,3,4,0,4384.047103926327
4428,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,1,4,6,4127.401692576654
4429,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,3,3,1,3696.1063073379173
4430,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,2,5,1,4135.340327753433
4431,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,3,4,3,4667.173195548288
4432,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,1,5,4,3899.846047192126
4433,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,2,4,1,4188.245999248897
4434,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,4,3,3,5320.750365736751
4435,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,3,4,1,4032.1380704553467
4436,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,3,4,3,3915.7233175456768
4437,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,4,5,3,3545.272238979176
4438,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,3,5,5,3481.7631575649702
4439,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,2,4,1,5101.133355528991
4440,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,2,3,3,4675.111830725064
4441,1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,3,4,4,3984.5062593946914
4442,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,3,5,2,3365.3484046553003
4443,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,2,5,5,3828.3983306011414
4444,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,3,2,5,3735.7994832217973
4445,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,2,5,1,3569.0881445095056
4446,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,4,3,5,4410.527784198619
4447,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,1,5,2,3772.827884363711
4448,0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,3,4,3,4362.895973137964
4449,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,2,5,5,4220.000539956001
4450,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,1,5,4,3796.6437898940403
4451,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3,5,2,3325.6552287714203
4452,0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,3,4,4,4275.570986193428
4453,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,5,5,3,3772.827884363711
4454,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,4,3,1,3772.827884363711
4455,1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,2,5,4,3465.8858872114197
4456,0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,2,5,2,3640.5358611004867
4457,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,3,5,1,2814.973491764924
4458,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,5,3,2,3796.6437898940403
4459,1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,3,4,4,4548.093667896652
4460,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,2,3,5,4063.8926111624514
4461,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,1,5,3,3553.210874155955
4462,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,4,3,1,4447.5561853405325
4463,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,5,5,3,3656.413131454041
4464,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,4,3,4,3704.0449425146926
4465,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,1,2,3,4434.343689728945
4466,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,3,5,0,3772.827884363711
4467,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,3,5,3,3293.900688064319
4468,0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,6,3,4,5164.642436943197
4469,1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,2,5,6,3836.3369657779167
4470,1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,2,4,1,4103.585787046328
4471,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,5,5,2,3121.9154889172187
4472,0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,2,3,4,3688.167672161142
4473,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,5,5,5,3121.9154889172187
4474,1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,1,3,0,4690.989101078614
4475,1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,2,3,2,3876.0301416617967
4476,1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,1,5,2,3577.026779686281
4477,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,2,4,2,4370.834608314739
4478,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,3,5,3,3836.3369657779167
4479,0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,7,5,4,3341.532499124971
4480,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,6,5,3,3664.351766630816
4481,1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,1,3,4,4182.972138814088
4482,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,6,5,3,4016.2608001017925
4483,0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,1,3,5,3931.6005878992273
4484,1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,7,3,4,3174.8211604126827
4485,1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,1,1,1,4050.680115550864
4486,1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,1,5,2,4175.033503637313
4487,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,2,4,6,4659.234560371513
4488,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2,3,2,4471.372090870862
4489,1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,4,4,4,4849.761804614134
4490,0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,5,3,3,4243.816445486327
4491,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,2,2,6,4905.332250851561
4492,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,3,4,4,4526.942537108289
4493,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,5,3,5,4315.264162077308
4494,0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,3,5,4,3145.7313944475445
4495,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,2,5,5,3505.579063095296
4496,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,5,5,1,3860.152871308246
4497,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,4,3,3,3876.0301416617967
4498,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,2,2,3,3296.565462806282
4499,0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,3,4,3,4582.512983345723
4500,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,4,5,4,3624.658590746936
4501,0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,1,3,5,3987.171034136658
4502,2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,2,4,0,4119.463057399878
4503,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,2,5,5,3254.207512180439
4504,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,4,3,4,3500.305202660491
4505,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,6,3,3,3804.5824250708156
4506,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,6,3,3,4865.639074967685
4507,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,3,4,1,4275.570986193428
4508,0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,2,5,6,3561.1495093327303
4509,1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,2,5,5,3285.962052887544
4510,1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,2,5,4,3584.965414863056
4511,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,2,2,5,4222.665314697964
4512,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,5,2,3,3251.5427374384726
4513,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,4,2,5,5736.168480621933
4514,2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,2,5,0,3218.2338831254874
4515,0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,2,3,5,4135.340327753433
4516,1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,3,2,3,4389.320964361135
4517,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,3,5,4,3852.2142361314673
4518,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,2,5,1,3545.272238979176
4519,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,4,4,5,4619.541384487633
4520,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,2,5,4,3137.7927592707692
4521,0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,3,5,4,3106.0382185636645
4522,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,3,5,6,3577.026779686281
4523,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,3,5,6,3764.8892491869356
4524,0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,3,3,6,4100.921012304361
4525,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,2,4,2,4299.386891723758
4526,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,7,5,6,3074.2836778565634
4527,1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,4,5,4,3828.3983306011414
4528,0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,6,2,1,4418.466419375394
4529,2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,1,5,1,3868.0915064850215
4530,1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,2,5,2,3569.0881445095056
4531,0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,6,5,4,3624.658590746936
4532,0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,3,2,0,5096.359036613101
4533,1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,1,4,3,4040.076705632122
4534,1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,4,4,5,4235.877810309552
4535,0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,5,1,2,5990.20480627876
4536,0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,4,3,2,3600.8426852166067
4537,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,2,3,2,3476.4892971301615
4538,0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,3,4,5,3976.567624217916
4539,1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,1,4,2,4627.480019664412
4540,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,2,3,4,4119.463057399878
4541,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,5,5,3,3535.224059628481
4542,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,5,4,5,3553.210874155955
4543,1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,1,3,6,4095.6471518695525
4544,0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,3,3,5,4410.527784198619
4545,0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,3,5,5,3561.1495093327303
4546,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,4,5,0,3081.694926989856
4547,0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,6,5,0,3137.7927592707692
4548,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,6,5,2,3788.7051547172614
4549,0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,5,2,2,4245.953834184811
4550,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,6,5,1,3772.827884363711
4551,0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,3,2,3,4339.080067607638
4552,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,2,2,4,4426.4050545521695
4553,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2,3,4,3772.827884363711
4554,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,3,4,4,3913.05854280371
4555,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,2,5,1,3749.0119788333814
4556,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,1,3,0,4622.2061592295995
4557,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,7,5,1,3129.854124093994
4558,0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,1,4,1,4463.433455694087
4559,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,5,5,3,3481.7631575649702
4560,0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,2,3,6,3680.2290369843668
4561,1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,3,5,3,3632.5972259237114
4562,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,2,4,0,3936.874448334036
4563,1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,1,3,6,4354.957337961188
4564,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,3,4,3,4235.877810309552
4565,1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,4,2,1,3751.676753575348
4566,1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,6,5,3,3804.5824250708156
4567,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,3,5,6,3836.3369657779167
4568,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,6,5,4,3465.8858872114197
4569,0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71,2,3,4,3696.1063073379173
4570,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,6,4,2,4291.4482565469825
4571,0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,2,4,2,4997.931098230905
4572,2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,2,4,3,4823.281124341838
4573,0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,7,5,2,3349.4711343017498
4574,0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71,3,3,2,4175.033503637313
4575,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,4,3,6,3947.477858252778
4576,1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04,3,3,3,3468.550661953386
4577,2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,1,1,5,4651.295925194738
4578,0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,1,4,6,4111.524422223103
4579,0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02,2,4,5,4675.111830725064
4580,0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,2,5,6,3074.2836778565634
4581,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,3,4,0,4283.509621370204
4582,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,6,5,3,3309.7779584178697
4583,0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,1,4,3,4630.144794406375
4584,0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,4,5,2,3812.521060247591
4585,0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,2,3,5,3944.8130835108113
4586,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,3,1,0,3791.369929459228
4587,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,2,5,6,3844.275600954692
4588,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,4,5,5,3592.9040500398314
4589,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,4,5,1,3397.102945362405
4590,0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08,7,5,1,3373.2870398320756
4591,0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,7,5,3,3121.9154889172187
4592,0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,3,5,4,3349.4711343017498
4593,1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,3,5,3,3090.160948210114
4594,0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,3,2,2,3500.305202660491
4595,1.7,Premium,E,SI1,61.8,58.0,7.62,7.52,4.68,2,4,5,4071.8312463392267
4596,1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,1,4,1,4336.415292865671
4597,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,5,5,3,3836.3369657779167
4598,1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75,1,4,3,4347.018702784413
4599,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,4,5,1,3852.2142361314673
4600,0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,2,5,6,3592.9040500398314
4601,0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,2,2,5,3688.167672161142
4602,1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,3,5,6,3852.2142361314673
4603,0.5,Very Good,F,SI2,62.5,56.0,5.05,5.09,3.17,1,3,4,3640.5358611004867
4604,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,3,5,6,3341.532499124971
4605,0.92,Good,E,SI1,63.7,57.0,6.11,6.14,3.9,2,2,5,3979.2323989598826
4606,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,2,3,0,4563.970938250202
